"約定日時","取引区分","受渡日","約定番号","銘柄名","銘柄コード","限月","コールプット区分","権利行使価格","権利行使価格通貨","カバードワラント商品種別","売買区分","通貨","市場","口座","信用区分","約定数量","約定単価","コンバージョンレート","手数料","手数料消費税","建単価","新規手数料","新規手数料消費税","管理費","名義書換料","金利","貸株料","品貸料","前日分値洗","経過利子（円貨）","経過利子（外貨）","経過日数（外債）","所得税（外債）","地方税（外債）","金利・価格調整額（CFD）","配当金調整額（CFD）","売建単価（くりっく365）","買建単価（くりっく365）","円貨スワップ損益","外貨スワップ損益","約定金額（円貨）","約定金額（外貨）","決済金額（円貨）","決済金額（外貨）","実現損益","受渡金額（円貨）","備考"
"2022/06/09 04:05:58","CFD新規","2022/06/08","1400","マイクロソフト","","","","","","","売","","","","","1","270.09","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/06/09 04:06:44","CFD決済","2022/06/08","1420","マイクロソフト","","","","","","","買","","","","","1","270.76","134.160","0","0","270.09","0","0","","","","","","","","","","","","0","0","","","","","","","-89","-0.67","-89","-89",""
"2022/06/09 04:06:50","CFD決済","2022/06/08","1421","マイクロソフト","","","","","","","売","","","","","150","269.83","134.160","0","0","257.59","0","0","","","","","","","","","","","","-8181","0","","","","","","","246317","1836.00","238136","238136",""
"2022/06/09 04:06:50","CFD決済","2022/06/08","1422","マイクロソフト","","","","","","","売","","","","","30","269.83","134.160","0","0","271.08","0","0","","","","","","","","","","","","-885","0","","","","","","","-5031","-37.50","-5916","-5916",""
"2022/06/09 04:06:50","CFD決済","2022/06/08","1423","マイクロソフト","","","","","","","売","","","","","50","269.83","134.160","0","0","271.44","0","0","","","","","","","","","","","","-925","0","","","","","","","-10799","-80.50","-11724","-11724",""
"2022/06/09 04:09:25","CFD新規","2022/06/08","1439","AMD","","","","","","","買","","","","","300","101.78","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/06/09 04:28:14","CFD新規","2022/06/08","1424","新興国ブル3倍ETF","","","","","","","売","","","","","200","45.57","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/06/15 04:25:24","CFD決済","2022/06/14","1459","AMD","","","","","","","売","","","","","100","85.79","135.300","0","0","101.36","0","0","","","","","","","","","","","","-2485","0","","","","","","","-210662","-1557.00","-213147","-213147",""
"2022/06/15 04:25:29","CFD決済","2022/06/14","1479","新興国ブル3倍ETF","","","","","","","買","","","","","35","37.81","135.300","0","0","44.14","0","0","","","","","","","","","","","","-90","0","","","","","","","29975","221.55","29885","29885",""
"2022/06/15 04:25:29","CFD決済","2022/06/14","1480","新興国ブル3倍ETF","","","","","","","買","","","","","200","37.81","135.300","0","0","45.57","0","0","","","","","","","","","","","","-388","0","","","","","","","209985","1552.00","209597","209597",""
"2022/06/15 04:25:33","CFD決済","2022/06/14","1499","NQ100ブル3倍ETF","","","","","","","買","","","","","75","22.76","135.300","0","0","32.2","0","0","","","","","","","","","","","","-134","0","","","","","","","95792","708.00","95658","95658",""
"2022/06/15 22:59:31","CFD新規","2022/06/15","1519","WTI原油","","","","","","","売","","","","","15","115.58","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/06/15 23:06:17","CFD決済","2022/06/15","1520","WTI原油","","","","","","","買","","","","","15","115.75","134.690","0","0","115.58","0","0","","","","","","","","","","","","0","0","","","","","","","-3434","-25.50","-3434","-3434",""
"2022/06/25 02:16:17","CFD新規","2022/06/24","1539","中国ブル3倍ETF","","","","","","","買","","","","","40","96.64","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/06/30 08:16:27","CFD振替入金（証券口座より）","2022/06/30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800000",""
"2022/07/08 00:36:13","CFD決済","2022/07/07","1559","中国ブル3倍ETF","","","","","","","売","","","","","40","99.8","135.880","0","0","96.64","0","0","","","","","","","","","","","","-830","0","","","","","","","17175","126.40","16345","16345",""
"2022/07/11 23:55:39","CFD新規","2022/07/11","1579","マイクロソフト","","","","","","","買","","","","","25","264.71","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/25 23:48:01","CFD新規","2022/07/25","1599","NQ100ブル3倍ETF","","","","","","","買","","","","","200","29.1","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/25 23:48:10","CFD決済","2022/07/25","1600","NQ100ブル3倍ETF","","","","","","","売","","","","","200","29.03","136.530","0","0","29.1","0","0","","","","","","","","","","","","0","0","","","","","","","-1911","-14.00","-1911","-1911",""
"2022/07/25 23:48:21","CFD新規","2022/07/25","1619","NQ100ブル3倍ETF","","","","","","","売","","","","","150","29.05","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/25 23:49:59","CFD新規","2022/07/25","1639","Alphabet（旧Google）","","","","","","","買","","","","","90","108.13","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/26 00:31:33","CFD振替入金（証券口座より）","2022/07/26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300000",""
"2022/07/28 01:21:10","CFD新規","2022/07/27","1659","米国VIベアETF","","","","","","","買","","","","","60","52.25","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/28 01:29:06","CFD新規","2022/07/27","1660","NQ100ブル3倍ETF","","","","","","","売","","","","","50","29.68","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/28 14:37:47","CFD新規","2022/07/28","1620","金スポット","","","","","","","買","","","","","30","1737.9","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/28 23:08:19","CFD決済","2022/07/28","1640","米国VIベアETF","","","","","","","売","","","","","60","52.18","134.680","0","0","52.25","0","0","","","","","","","","","","","","-52","0","","","","","","","-565","-4.20","-617","-617",""
"2022/07/28 23:10:12","CFD新規","2022/07/28","1621","新興国ブル3倍ETF","","","","","","","売","","","","","100","35.73","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/28 23:11:31","CFD決済","2022/07/28","1661","NQ100ブル3倍ETF","","","","","","","買","","","","","150","29.88","134.680","0","0","29.05","0","0","","","","","","","","","","","","-67","0","","","","","","","-16767","-124.50","-16834","-16834",""
"2022/07/28 23:11:40","CFD決済","2022/07/28","1622","金スポット","","","","","","","売","","","","","30","1750.2","134.680","0","0","1737.9","0","0","","","","","","","","","","","","0","0","","","","","","","49696","369.00","49696","49696",""
"2022/07/28 23:17:08","CFD新規","2022/07/28","1662","マイクロソフト","","","","","","","買","","","","","60","271.57","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/28 23:19:05","CFD新規","2022/07/28","1623","新興国ブル3倍ETF","","","","","","","売","","","","","100","35.54","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/28 23:35:22","CFD新規","2022/07/28","1624","原油ブル2倍ETF","","","","","","","売","","","","","50","37.65","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/29 13:49:58","CFD新規","2022/07/29","1663","米国NQ100","","","","","","","買","","","","","1","12901.8","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/29 13:50:54","CFD決済","2022/07/29","1625","米国NQ100","","","","","","","売","","","","","1","12900.5","133.160","0","0","12901.8","0","0","","","","","","","","","","","","0","0","","","","","","","-173","-1.30","-173","-173",""
"2022/07/30 00:38:36","CFD決済","2022/07/29","1664","NQ100ブル3倍ETF","","","","","","","買","","","","","50","32.28","134.060","0","0","29.68","0","0","","","","","","","","","","","","-16","0","","","","","","","-17427","-130.00","-17443","-17443",""
"2022/07/30 00:38:48","CFD新規","2022/07/29","1665","米国NQ100","","","","","","","買","","","","","1","12820.4","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/30 00:39:27","CFD新規","2022/07/29","1666","新興国ブル3倍ETF","","","","","","","売","","","","","90","35.58","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/30 00:40:28","CFD新規","2022/07/29","1641","新興国ブル3倍ETF","","","","","","","買","","","","","50","36.01","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/30 00:41:48","CFD新規","2022/07/29","1626","NQ100ブル3倍ETF","","","","","","","買","","","","","50","32.42","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/07/30 00:43:59","CFD決済","2022/07/29","1601","新興国ブル3倍ETF","","","","","","","売","","","","","50","35.75","134.060","0","0","36.01","0","0","","","","","","","","","","","","0","0","","","","","","","-1742","-13.00","-1742","-1742",""
"2022/07/30 00:54:22","CFD決済","2022/07/29","1642","NQ100ブル3倍ETF","","","","","","","売","","","","","50","32.47","134.060","0","0","32.42","0","0","","","","","","","","","","","","0","0","","","","","","","335","2.50","335","335",""
"2022/08/02 01:16:00","CFD決済","2022/08/01","1679","米国NQ100","","","","","","","売","","","","","1","13013.2","131.800","0","0","12820.4","0","0","","","","","","","","","","","","0","0","","","","","","","25411","192.80","25411","25411",""
"2022/08/02 02:37:05","CFD決済","2022/08/01","1699","Alphabet（旧Google）","","","","","","","売","","","","","90","114.31","131.800","0","0","108.13","0","0","","","","","","","","","","","","-1189","0","","","","","","","73307","556.20","72118","72118",""
"2022/08/02 02:37:08","CFD決済","2022/08/01","1719","マイクロソフト","","","","","","","売","","","","","25","275.98","131.800","0","0","264.71","0","0","","","","","","","","","","","","-2345","0","","","","","","","37134","281.75","34789","34789",""
"2022/08/02 02:37:08","CFD決済","2022/08/01","1720","マイクロソフト","","","","","","","売","","","","","60","275.98","131.800","0","0","271.57","0","0","","","","","","","","","","","","-1117","0","","","","","","","34874","264.60","33757","33757",""
"2022/08/05 02:49:24","CFD新規","2022/08/04","1721","米国NQ100","","","","","","","買","","","","","2","13311.1","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/08/05 02:49:58","CFD新規","2022/08/04","1739","中国ブル3倍ETF","","","","","","","売","","","","","200","70.05","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/08/05 02:51:03","CFD新規","2022/08/04","1722","新興国ブル3倍ETF","","","","","","","売","","","","","60","36.61","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/08/05 03:06:55","CFD新規","2022/08/04","1740","NQ100ブル3倍ETF","","","","","","","売","","","","","100","35.82","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/08/05 03:07:02","CFD新規","2022/08/04","1680","米国NQ100","","","","","","","買","","","","","1","13297.2","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/08/05 12:13:54","CFD新規","2022/08/05","1700","上海A50","","","","","","","買","","","","","5","13498","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/08/10 22:11:49","CFD決済","2022/08/10","1759","米国NQ100","","","","","","","売","","","","","1","13313.3","133.100","0","0","13297.2","0","0","","","","","","","","","","","","0","0","","","","","","","2142","16.10","2142","2142",""
"2022/08/10 22:31:06","CFD決済","2022/08/10","1760","中国ブル3倍ETF","","","","","","","買","","","","","200","62.2","133.100","0","0","70.05","0","0","","","","","","","","","","","","-352","0","","","","","","","208967","1570.00","208615","208615",""
"2022/08/10 23:10:52","CFD新規","2022/08/10","1779","米国NQ100","","","","","","","買","","","","","1","13315.2","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/08/12 03:49:47","CFD新規","2022/08/11","1761","金ベア2倍ETF","","","","","","","売","","","","","300","21.17","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/08/12 04:26:48","CFD新規","2022/08/11","1762","ファイザー","","","","","","","買","","","","","1","48.34","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/08/12 04:27:06","CFD決済","2022/08/11","1780","ファイザー","","","","","","","売","","","","","1","48.13","132.940","0","0","48.34","0","0","","","","","","","","","","","","0","0","","","","","","","-27","-0.21","-27","-27",""
"2022/08/24 11:39:04","CFD決済","2022/08/24","1799","上海A50","","","","","","","売","","","","","5","13519","136.900","0","0","13498","0","0","","","","","","","","","","","","0","0","","","","","","","1437","10.50","1437","1437",""
"2022/08/26 01:08:33","CFD振替入金（証券口座より）","2022/08/26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300000",""
"2022/08/31 08:39:33","CFD振替入金（証券口座より）","2022/08/31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300000",""
"2022/08/31 08:40:05","CFD決済","2022/08/31","1819","米国NQ100","","","","","","","売","","","","","1","12354","138.750","0","0","13315.2","0","0","","","","","","","","","","","","0","0","","","","","","","-133366","-961.20","-133366","-133366",""
"2022/09/01 22:31:30","CFDロスカット","2022/09/01","1839","金ベア2倍ETF","","","","","","","買","","","","","300","28.15","139.570","0","0","21.17","0","0","","","","","","","","","","","","-345","0","","","","","","","-292259","-2094.00","-292604","-292604",""
"2022/09/01 23:18:36","CFD決済","2022/09/01","1859","新興国ブル3倍ETF","","","","","","","買","","","","","100","33.14","139.570","0","0","35.73","0","0","","","","","","","","","","","","-420","0","","","","","","","36148","259.00","35728","35728",""
"2022/09/01 23:18:36","CFD決済","2022/09/01","1860","新興国ブル3倍ETF","","","","","","","買","","","","","100","33.14","139.570","0","0","35.54","0","0","","","","","","","","","","","","-420","0","","","","","","","33496","240.00","33076","33076",""
"2022/09/01 23:18:36","CFD決済","2022/09/01","1861","新興国ブル3倍ETF","","","","","","","買","","","","","90","33.14","139.570","0","0","35.58","0","0","","","","","","","","","","","","-357","0","","","","","","","30649","219.60","30292","30292",""
"2022/09/01 23:18:36","CFD決済","2022/09/01","1862","新興国ブル3倍ETF","","","","","","","買","","","","","60","33.14","139.570","0","0","36.61","0","0","","","","","","","","","","","","-166","0","","","","","","","29058","208.20","28892","28892",""
"2022/09/01 23:18:42","CFD決済","2022/09/01","1863","NQ100ブル3倍ETF","","","","","","","買","","","","","100","26.66","139.570","0","0","35.82","0","0","","","","","","","","","","","","-270","0","","","","","","","127846","916.00","127576","127576",""
"2022/09/02 22:54:36","CFD新規","2022/09/02","1820","金ベア2倍ETF","","","","","","","売","","","","","200","26.78","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/09/02 22:55:20","CFD新規","2022/09/02","1821","金ベア2倍ETF","","","","","","","売","","","","","100","26.76","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/09/09 00:03:17","CFD新規","2022/09/08","1879","米国NQ100","","","","","","","買","","","","","1","12365.4","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/09/10 01:23:37","CFD決済","2022/09/09","1899","米国NQ100","","","","","","","売","","","","","1","12524.8","142.430","0","0","12365.4","0","0","","","","","","","","","","","","0","0","","","","","","","22703","159.40","22703","22703",""
"2022/09/23 01:35:58","CFD決済","2022/09/22","1919","金ベア2倍ETF","","","","","","","買","","","","","200","26.41","142.160","0","0","26.78","0","0","","","","","","","","","","","","-244","0","","","","","","","10519","74.00","10275","10275",""
"2022/09/23 01:35:58","CFD決済","2022/09/22","1920","金ベア2倍ETF","","","","","","","買","","","","","100","26.41","142.160","0","0","26.76","0","0","","","","","","","","","","","","-122","0","","","","","","","4975","35.00","4853","4853",""
"2022/09/23 04:03:34","CFD決済","2022/09/22","1921","原油ブル2倍ETF","","","","","","","買","","","","","50","29.87","142.470","0","0","37.65","0","0","","","","","","","","","","","","-283","0","","","","","","","55420","389.00","55137","55137",""
"2022/09/24 00:45:13","CFD振替入金（証券口座より）","2022/09/26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000",""
"2022/09/24 00:46:20","CFD新規","2022/09/23","1922","マイクロソフト","","","","","","","買","","","","","20","238.84","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/09/24 01:03:08","CFD決済","2022/09/23","1939","マイクロソフト","","","","","","","売","","","","","20","237.75","143.180","0","0","238.84","0","0","","","","","","","","","","","","0","0","","","","","","","-3121","-21.80","-3121","-3121",""
"2022/09/29 05:09:33","CFD振替入金（証券口座より）","2022/09/29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200000",""
"2022/10/04 00:28:17","CFD新規","2022/10/03","1959","金ベア2倍ETF","","","","","","","売","","","","","200","22.91","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/10/04 04:33:46","CFD決済","2022/10/03","1960","金ベア2倍ETF","","","","","","","買","","","","","200","23.22","144.720","0","0","22.91","0","0","","","","","","","","","","","","0","0","","","","","","","-8972","-62.00","-8972","-8972",""
"2022/10/05 04:43:07","CFD新規","2022/10/04","1979","米国NQ100","","","","","","","買","","","","","1","11619.4","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/10/14 00:35:22","CFD振替入金（証券口座より）","2022/10/14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000",""
"2022/10/26 06:53:22","CFD振替入金（証券口座より）","2022/10/26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200000",""
"2022/10/26 07:04:40","CFD新規","2022/10/26","1999","米国NQ100","","","","","","","買","","","","","1","11480.8","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/11/11 08:49:35","CFD新規","2022/11/11","2019","米国NQ100","","","","","","","買","","","","","1","11650.8","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/11/14 15:37:52","CFD新規","2022/11/14","2039","米国NQ100","","","","","","","買","","","","","1","11769.9","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/11/30 01:18:00","CFD決済","2022/11/29","2059","米国NQ100","","","","","","","売","","","","","1","11489.2","138.330","0","0","11480.8","0","0","","","","","","","","","","","","0","0","","","","","","","1161","8.40","1161","1161",""
"2022/12/01 05:21:30","CFD新規","2022/11/30","2079","NQ100ブル3倍ETF","","","","","","","買","","","","","780","23.16","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2022/12/01 05:26:14","CFD振替入金（証券口座より）","2022/12/01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250000",""
"2022/12/23 01:55:37","CFD振替入金（証券口座より）","2022/12/23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400000",""
"2023/01/24 01:46:15","CFD新規","2023/01/23","2099","NQ100ブル3倍ETF","","","","","","","買","","","","","160","21.77","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/01/24 01:47:08","CFD新規","2023/01/23","2100","NQ100ブル3倍ETF","","","","","","","買","","","","","80","21.78","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/02/02 23:52:22","CFD新規","2023/02/02","2119","マイクロソフト","","","","","","","買","","","","","80","259.23","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/02/03 23:29:46","CFD決済","2023/02/03","2120","米国NQ100","","","","","","","売","","","","","2","12573.5","129.960","0","0","13311.1","0","0","","","","","","","","","","","","-53362","0","","","","","","","-191716","-1475.20","-245078","-245078",""
"2023/02/03 23:29:46","CFD決済","2023/02/03","2121","米国NQ100","","","","","","","売","","","","","1","12573.5","129.960","0","0","11619.4","0","0","","","","","","","","","","","","-15637","0","","","","","","","123994","954.10","108357","108357",""
"2023/02/03 23:29:46","CFD決済","2023/02/03","2122","米国NQ100","","","","","","","売","","","","","1","12573.5","129.960","0","0","11650.8","0","0","","","","","","","","","","","","-15637","0","","","","","","","119914","922.70","104277","104277",""
"2023/02/03 23:29:46","CFD決済","2023/02/03","2123","米国NQ100","","","","","","","売","","","","","1","12573.5","129.960","0","0","11769.9","0","0","","","","","","","","","","","","-15637","0","","","","","","","104435","803.60","88798","88798",""
"2023/02/03 23:59:17","CFD新規","2023/02/03","2139","マイクロソフト","","","","","","","買","","","","","180","262.41","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/02/04 00:00:15","CFD決済","2023/02/03","2159","NQ100ブル3倍ETF","","","","","","","売","","","","","780","25.93","129.960","0","0","23.16","0","0","","","","","","","","","","","","-25872","10117","","","","","","","280791","2160.60","265036","265036",""
"2023/02/04 00:00:15","CFD決済","2023/02/03","2160","NQ100ブル3倍ETF","","","","","","","売","","","","","160","25.93","129.960","0","0","21.77","0","0","","","","","","","","","","","","-1042","0","","","","","","","86501","665.60","85459","85459",""
"2023/02/04 00:00:15","CFD決済","2023/02/03","2161","NQ100ブル3倍ETF","","","","","","","売","","","","","80","25.93","129.960","0","0","21.78","0","0","","","","","","","","","","","","-519","0","","","","","","","43146","332.00","42627","42627",""
"2023/02/15 16:30:40","CFD新規","2023/02/15","2179","米国NQ100","","","","","","","買","","","","","2","12557.5","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/02/16 03:15:36","CFD決済","2023/02/15","2199","米国NQ100","","","","","","","売","","","","","2","12646.8","134.280","0","0","12557.5","0","0","","","","","","","","","","","","0","0","","","","","","","23982","178.60","23982","23982",""
"2023/03/04 00:24:16","CFD新規","2023/03/03","2219","米国NQ100","","","","","","","買","","","","","2","12209.8","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/03/07 00:53:50","CFD新規","2023/03/06","2239","米国NQ100","","","","","","","買","","","","","2","12457.7","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/03/07 00:54:20","CFD新規","2023/03/06","2240","新興国ブル3倍ETF","","","","","","","売","","","","","200","32.33","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/03/07 00:54:33","CFD新規","2023/03/06","2241","中国ブル3倍ETF","","","","","","","売","","","","","200","48.64","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/03/07 00:56:42","CFD新規","2023/03/06","2259","NQ100ブル3倍ETF","","","","","","","売","","","","","100","24.25","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/03/08 04:37:14","CFD決済","2023/03/07","2279","米国NQ100","","","","","","","売","","","","","2","12171.1","137.010","0","0","12209.8","0","0","","","","","","","","","","","","0","0","","","","","","","-10604","-77.40","-10604","-10604",""
"2023/03/08 04:37:14","CFD決済","2023/03/07","2280","米国NQ100","","","","","","","売","","","","","2","12171.1","137.010","0","0","12457.7","0","0","","","","","","","","","","","","0","0","","","","","","","-78534","-573.20","-78534","-78534",""
"2023/03/08 04:38:01","CFD決済","2023/03/07","2260","NQ100ブル3倍ETF","","","","","","","買","","","","","100","22.72","137.010","0","0","24.25","0","0","","","","","","","","","","","","13","0","","","","","","","20962","153.00","20975","20975",""
"2023/03/08 04:52:10","CFD決済","2023/03/07","2281","新興国ブル3倍ETF","","","","","","","買","","","","","200","30.59","137.010","0","0","32.33","0","0","","","","","","","","","","","","36","0","","","","","","","47679","348.00","47715","47715",""
"2023/03/08 04:52:14","CFD決済","2023/03/07","2261","中国ブル3倍ETF","","","","","","","買","","","","","200","45.1","137.010","0","0","48.64","0","0","","","","","","","","","","","","54","0","","","","","","","97003","708.00","97057","97057",""
"2023/03/09 23:15:41","CFD新規","2023/03/09","2299","米国NQ100","","","","","","","買","","","","","4","12255.7","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/03/11 03:01:57","CFD決済","2023/03/10","2262","米国NQ100","","","","","","","売","","","","","2","11911.9","134.290","0","0","12255.7","0","0","","","","","","","","","","","","0","0","","","","","","","-92337","-687.60","-92337","-92337",""
"2023/03/15 03:19:44","CFD新規","2023/03/14","2319","マイクロソフト","","","","","","","買","","","","","90","258.66","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/03/16 23:28:40","CFD新規","2023/03/16","2339","NQ100ブル3倍ETF","","","","","","","買","","","","","500","23.26","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/03/17 01:01:01","CFD新規","2023/03/16","2359","マイクロソフト","","","","","","","買","","","","","70","273.72","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/03/18 00:14:42","CFD新規","2023/03/17","2379","マイクロソフト","","","","","","","買","","","","","55","279.65","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/03/18 00:40:51","CFD決済","2023/03/17","2380","NQ100ブル3倍ETF","","","","","","","売","","","","","500","24.19","132.260","0","0","23.26","0","0","","","","","","","","","","","","-340","0","","","","","","","61500","465.00","61160","61160",""
"2023/03/24 01:37:02","CFD新規","2023/03/23","2399","マイクロソフト","","","","","","","買","","","","","60","280.68","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/03/28 23:39:46","CFD振替入金（証券口座より）","2023/03/29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500000",""
"2023/03/28 23:44:31","CFD新規","2023/03/28","2419","金ベア2倍ETF","","","","","","","売","","","","","300","10.97","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/03/28 23:45:41","CFD新規","2023/03/28","2420","金スポット","","","","","","","売","","","","","30","1964.7","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/03/28 23:46:59","CFD決済","2023/03/28","2439","金スポット","","","","","","","買","","","","","10","1965.5","130.660","0","0","1964.7","0","0","","","","","","","","","","","","0","0","","","","","","","-1045","-8.00","-1045","-1045",""
"2023/03/28 23:49:41","CFD新規","2023/03/28","2459","金ベア2倍ETF","","","","","","","売","","","","","200","10.98","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/04/20 00:40:39","CFD新規","2023/04/19","2479","マイクロソフト","","","","","","","買","","","","","40","288.16","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/05/02 01:21:58","CFD新規","2023/05/01","2499","金ブル2倍ETF","","","","","","","買","","","","","25","44.41","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
"2023/05/02 01:22:10","CFD新規","2023/05/01","2500","金スポット","","","","","","","売","","","","","2","1981.6","","0","0","0","0","0","","","","","","","","","","","","0","0","","","","","","","0","0.00","0","0",""
